Question,Answer,File,URL
What is Kim John’s major and minor at SFU?,Major in Indigenous Studies; Minor in Early Learning,0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
What extracurricular activity does Kim John participate in?,SFU rugby team,0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
How can I contact Kim John for mentorship or support?,You can contact Kim John by email at kjohn@sfu.ca.,0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
Where is Simon Fraser University located?,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
What Indigenous communities' traditional territories does SFU acknowledge?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
How does the Peer Cousins Program aim to support new Indigenous students at SFU?,"The Peer Cousins Program aims to support new Indigenous students at SFU by connecting them with senior students to build relationships, provide guidance, and inform them about opportunities available at the university.",0_8,https://www.sfu.ca/students/indigenous/programs-and-resources/peer-cousins.html
"What spaces are available across SFU campuses for Indigenous students to study, relax, or eat a snack?","- ISC Burnaby Space (2000 level, Academic Quadrangle)  
- ISC Expansion Space (3000 level, Academic Quadrangle)  
- SFU Library Room 2114 (W.A.C. Bennett Library)  
- Indigenous Health Sciences Study Space (BLU 9860)  
- Faculty of Education's Indigenous Gathering Space (8000 level, Education Building)  
- Indigenous Garden  
- FNMISA space (Strand Hall Annex, Burnaby Mountain)  
- ISC Surrey (5000 level, Surrey Campus)  
- Downtown Campus Indigenous Space (First floor, Harbour Centre)",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where is the ISC Burnaby Space located, and what amenities does it offer?","The ISC Burnaby Space is located on the 2000 level of the Academic Quadrangle. It offers a kitchen, computer lab, study/lounge space, and the Elders Room.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
When is the ISC Burnaby Space open during the week?,"Monday to Friday, 8:30am - 4:30pm",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where is the ISC Expansion Space located, and what additional resources does it provide?","The ISC Expansion Space is located next to Saywell Hall on the 3000 level of the Academic Quadrangle. It provides a kitchenette, computer lab, study/lounge space, and a meeting room.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
How can Indigenous students access the ISC Expansion Space after hours?,Indigenous students can access the ISC Expansion Space after hours by reaching out to askisc@sfu.ca to request access.,0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where in the SFU Library can Indigenous students find a study room, and what are its booking policies?","Indigenous students can find a study room in the W.A.C. Bennett Library Room 2114. The room is available on a first-come, first-served basis.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"What type of materials does the ICRC collect, and what resources support Indigenous curriculum and pedagogy?","The ICRC collects books, articles, websites, and audio-visual materials on Indigenous curriculum and pedagogy.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
Who can Indigenous students contact for questions about the ICRC materials?,Ashley Edwards,0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"What facilities are available in the HSCI study space, and how can students access it?","The HSCI study space offers free printers, computers, and ample study space. Students can access the space 24/7 via a security FOB and door code. To obtain access, students must visit the FHS Dean’s Office (Blusson Hall, Room 11300) to provide their SFU ID and fill out a requisition form. FHS will pay for the security FOB.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where is the Faculty of Education’s Indigenous Gathering Space located, and what is its purpose?",The Faculty of Education’s Indigenous Gathering Space is located on the 8000 level of the Education Building. Its purpose is to offer students space to connect with their peers.,0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"What is the Indigenous Garden, and what does it aim to commemorate?","The Indigenous Garden is a space for all students, faculty, and staff to gather and reflect on the displacement and dispossession of the stewards of these lands. It aims to commemorate Indian Residential School survivors, intergenerational survivors, their families, and communities.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"What is the FNMISA, and what activities or programs does it offer?","The FNMISA is dedicated to creating a safe space and programming for the members of the FNMI community at SFU. It offers opportunities to gather with community, attend cultural events, and participate in other culturally relevant activities.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
How can students access the FNMISA space and its door code?,Students can access the FNMISA space by reaching out to board@fnmisa.ca to obtain the door code.,0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
What are the hours of operation for the FNMISA space?,"7 days a week, 9:00am - 10:00pm",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
What features will the new Indigenous ceremonial hall at the Strand Hall Annex include?,"A large ceremonial hall for events up to 300 attendees, a dressing room, an Elders room, a seminar room, a wellness room, makers' space, and an intergenerational Indigenous peoples’ lounge.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
When is the open house for the Indigenous ceremonial space scheduled?,"September 12, 2025 at 2:30pm",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where is the ISC Surrey located, and what services does it offer to Indigenous students?","The ISC Surrey is located on the 5000 level of the Surrey Campus. It offers Indigenous students access to a kitchenette, printer, study/lounge space, academic drop-in services, wellness and cultural programming.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
How can Indigenous students access the ISC Surrey space after hours?,Indigenous students can access the ISC Surrey space after hours via passcode entry by emailing askisc@sfu.ca to learn more.,0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Where will the Indigenous student space be located at SFU’s downtown campus, and what facilities will it include?","The Indigenous student space at SFU’s downtown campus will be located on the first floor of Harbour Centre. It will include access to a kitchenette, computer lab, and study/lounge space.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
"Which traditional territories does SFU acknowledge, and how does this relate to the campus locations?","SFU acknowledges the unceded traditional territories of the Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples. This acknowledgment relates to the campus locations as all three campuses are situated on these traditional lands.",0_6_1_1_2,http://www.sfu.ca/students/indigenous/about-us/student-spaces.html
Which Indigenous peoples' traditional territories does Simon Fraser University reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1,http://www.sfu.ca/students/indigenous.html
Where are the three campuses of Simon Fraser University located?,"Simon Fraser University's three campuses are located on the unceded traditional territories of the Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples.",0_6_1_1,http://www.sfu.ca/students/indigenous.html
What are the operating hours of the Indigenous Student Centre staff?,Monday to Friday from 8:30am to 4:30pm,0_6_1_1,http://www.sfu.ca/students/indigenous.html
How can I contact the Indigenous Student Centre?,Visit the Contact Us page or call during Monday to Friday from 8:30am to 4:30pm.,0_6_1_1,http://www.sfu.ca/students/indigenous.html
"Does the Indigenous Student Centre support undergraduate students, graduate students, or both?",Both,0_6_1_1,http://www.sfu.ca/students/indigenous.html
What types of support are available at the Indigenous Student Centre for students' academic goals?,The provided context does not specify the types of support available at the Indigenous Student Centre for students' academic goals.,0_6_1_1,http://www.sfu.ca/students/indigenous.html
What is the address of the Simon Fraser University's Burnaby campus?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_6_1_1,http://www.sfu.ca/students/indigenous.html
What is the significance of the acknowledgments included on the website?,The acknowledgments recognize the traditional unceded territories of the Indigenous peoples on whose lands the university's campuses are located.,0_6_1_1,http://www.sfu.ca/students/indigenous.html
Are there specific programs or resources mentioned for Indigenous students at SFU?,The provided context does not specify any particular programs or resources for Indigenous students at SFU.,0_6_1_1,http://www.sfu.ca/students/indigenous.html
How does SFU recognize and respect Indigenous peoples in its operations?,"SFU recognizes and respects Indigenous peoples by respectfully acknowledging the unceded traditional territories of the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səl̓ilw̓ətaʔɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose traditional lands the campuses reside.",0_6_1_1,http://www.sfu.ca/students/indigenous.html
What resources does the ISC offer to support Indigenous students' academic success?,"Connecting with an academic advisor; accessing tutoring; writing, learning, and research support; drop-in academic advising hours; ISC Tutoring Program; extra assistance with coursework.",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
How can a student connect with an academic advisor at ISC?,A student can connect with an academic advisor at ISC by attending drop-in advising hours on Tuesdays or by contacting Silvia Serpas-Hidalgo via email at myadv6@sfu.ca to book an appointment.,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What are the drop-in advising hours available for Indigenous students?,"Tuesdays (weekly) 2:00pm to 3:00pm at AQ 2002, Burnaby Campus  
Mondays (bi-weekly) 2:00pm to 3:00pm at SRYC 5300, Surrey Campus",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Who should I contact if I want to book a one-on-one academic advising appointment?,Silvia Serpas-Hidalgo (myadv6@sfu.ca),0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Which group of students are encouraged to use the undergraduate advising services?,"Newly admitted students  
Undeclared students with fewer than 60 units  
Students wanting to declare or change their major  
Students experiencing academic difficulty",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What should students with more than 60 units and a declared major do for academic advising?,Students with more than 60 units and a declared major should visit their departmental advisor.,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Where and when are the weekly Tuesday advising hours held?,"AQ 2002, Burnaby Campus, 2:00pm to 3:00pm",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Where and when are the bi-weekly Monday advising hours held?,"SRYC 5300, Surrey Campus, 2:00pm to 3:00pm",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
"Who is Silvia Serpas-Hidalgo, and what is her role?",Silvia Serpas-Hidalgo is an Academic Advisor.,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What services are available during the Thursday Library Drop-in sessions?,"Research support from Ashley Edwards  
Writing support from Julia Lane  
Learning supports from Ruth Silverman",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
"Who are the specialists available during the Thursday drop-ins, and what do they support?","Ruth Silverman – learning supports  
Ashley Edwards – research support  
Julia Lane – writing support",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What are the times and locations for the Thursday Library Drop-ins?,"Thursdays (bi-weekly), 1:00pm to 2:00pm, SRYC 5300, Surrey Campus & Zoom",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
How can I contact Ashley Edwards for support related to research or Indigenous curriculum resources?,You can contact Ashley Edwards at ashley_edwards@sfu.ca.,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Who provides writing support during the drop-in sessions?,Julia Lane,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Who can assist with learning support during the Thursday library drop-ins?,Ruth Silverman,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Who should graduate students contact for academic support inquiries?,"Hannah Buteau, Academic Graduate Student Support Specialist",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
How can graduate students connect with the Faculty of Graduate Studies for support?,"Contact Hannah Buteau, Academic Graduate Student Support Specialist, at gsupport@sfu.ca.",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
"Who is Dorothy Cucw-la7 Christian, and what is her role? ",Dorothy Cucw-la7 Christian is the Associate Director on leave of Indigenous Policy & Pedagogy at Graduate and Postdoctoral Studies.,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
How can students get involved with the ISC Tutoring Program?,"Students can get involved with the ISC Tutoring Program by being paired with a tutor for extra assistance with coursework. For additional questions about the program, they can contact askisc@sfu.ca.",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Who can be contacted for additional questions about the ISC Tutoring Program?,askisc@sfu.ca,0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Where is the Simon Fraser University main campus located?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
Which Indigenous peoples' traditional territories do SFU campuses reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
"What are the contact email addresses for Silvia Serpas-Hidalgo, Ashley Edwards, Julia Lane, Ruth Silverman, Cynthia Wright, Chloe Riley, and Hannah Buteau?","Silvia Serpas-Hidalgo: myadv6@sfu.ca  
Ashley Edwards: avandijk@sfu.ca  
Julia Lane: julia_lane@sfu.ca  
Ruth Silverman: rsilverm@sfu.ca  
Cynthia Wright: cawright@sfu.ca  
Chloe Riley: chloe_riley@sfu.ca  
Hannah Buteau: gsupport@sfu.ca",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What is the address of Simon Fraser University’s main campus?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_6_1_1_6,http://www.sfu.ca/students/indigenous/programs-and-resources/academic-support.html
What is the purpose of the Indigenous Student Community?  ,To support each other’s wellness goals and participate in activities.,0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
How can I participate in activities organized by the Indigenous Student Community?  ,"Join the community of Indigenous students, participate in in-person activities throughout the year, and check the ISC Calendar of Events for upcoming workshops and activities. You can also contact the Indigenous Student Life Coordinator, Liz Adams, with questions or ideas.",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
How can I learn about upcoming workshops and activities?  ,See the ISC Calendar of Events.,0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
Who can I contact if I have questions or ideas for the Indigenous Student Community?  ,"Indigenous Student Life Coordinator, Liz Adams (elizabeth_adams@sfu.ca)",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
When and where is the Cooking Program held?  ,"Fridays, 10:30am-12:00pm, in AQ 2002.",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
What are the details for Watercolour Wednesdays?  ,Come paint with Kim and Liz! 12:30pm-2:00pm in AQ 3144.,0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
Who are the facilitators for the Watercolour Wednesdays?  ,Kim and Liz,0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
What is the address of Simon Fraser University?  ,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
Which Indigenous peoples' traditional territories does Simon Fraser University reside on?  ,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
What policies and policies are referenced at the bottom of the webpage?,"Terms & Conditions  
Privacy policy",0_6_1_1_17,http://www.sfu.ca/students/indigenous/wellness/Wellness-Program.html
"What supports are available from the Indigenous Student Centre and SFU to help students with their emotional, physical, spiritual, and intellectual health?","Supports available include wholistic wellness programs, a Calender of Events with upcoming programs, a feedback form for program suggestions, the Wellness Program for online and in-person community engagement, one-on-one appointments or workshops with Indigenous Clinical Counsellors, Elders Program Drop-in for casual conversation and knowledge sharing, Cultural Connections workshops, Black Counsellor services through SFU Health and Counselling Services, and the MindShift Application to help manage anxiety.",0_15,https://www.sfu.ca/students/indigenous/wellness.html
How can I learn about upcoming wellness programs hosted by the ISC?,You can learn about upcoming wellness programs hosted by the ISC by checking their Calendar of Events.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
How can I provide feedback or suggest a new program for the ISC?,You can fill out the feedback form or email iscadmin@sfu.ca.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
How do I sign up for the Wellness Program through the ISC?,Sign up for the Wellness Program to join our online community and in-person programs.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
How can I connect with an Indigenous Clinical Counsellor for a one-on-one appointment or workshop?,Get connected with one of our Indigenous Clinical Counsellors for a one-on-one appointment or workshop.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
What opportunities are available through the Elders Program Drop-in at the ISC?,A casual conversation and knowledge sharing opportunity.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
What skills can I learn by participating in a Cultural Connections workshop?,You can learn new skills and visit with community.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
How do I access the Black Counsellor Tricia Kay Williams at SFU Health and Counselling Services?,You can access Black Counsellor Tricia Kay Williams for drop-ins (booking needed in advance) by visiting SFU Health and Counselling Services.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
Where can I find more information about Black Mental Health supports and other BIPOC-specific supports at SFU?,You can find more information on the HCS Black Student Supports page.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
What is the MindShift Application and how can it help with anxiety?,The MindShift Application is an iOS and Android app designed to help individuals ease their anxiety through tools aimed at relaxing the mind and developing more effective ways of thinking.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
"Is the MindShift App free, and where can I download it?","Yes, the MindShift App is free. It can be downloaded through the App Store and Google Play.",0_15,https://www.sfu.ca/students/indigenous/wellness.html
What additional support options are available at SFU Health and Counselling Services?,Additional support options and counselling services are available at SFU Health and Counselling Services.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
Where are SFU’s campuses located?,"Burnaby, B.C., Canada",0_15,https://www.sfu.ca/students/indigenous/wellness.html
Which Indigenous peoples' traditional territories are the SFU campuses situated on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_15,https://www.sfu.ca/students/indigenous/wellness.html
How can I learn more about the terms and conditions or privacy policies of SFU?,You can learn more about the terms and conditions or privacy policies of SFU by visiting the Terms & Conditions and Privacy Policy links provided at the bottom of the webpage.,0_15,https://www.sfu.ca/students/indigenous/wellness.html
What services does ICBC offer across British Columbia?  ,"Auto insurance, driver licensing, claims, and vehicle registration.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
How does ICBC demonstrate its commitment to Indigenous communities and promoting diversity and inclusion?  ,"ICBC demonstrates its commitment by having a Special Program designation from the BC Human Rights Commissioner to preferentially target and hire self-identified Indigenous people, aiming for greater Indigenous employee representation. The organization actively engages in initiatives for both customers and employees to learn, grow, and address the disadvantages faced by Indigenous people, fostering a more inclusive and diverse workplace. Additionally, ICBC has created specific Indigenous roles, maintains an Indigenous Talent Community to connect Indigenous applicants with job vacancies, offers practicum opportunities for Indigenous students, and has an Indigenous Employee Resource Group that facilitates connection and inclusive activities.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
"What special program does ICBC have to support Indigenous hiring, and what is its purpose?  ",ICBC has a Special Program designation from the BC Human Rights Commissioner that allows them to preferentially target and hire self-identified Indigenous people. Its purpose is to achieve greater employee representation of Indigenous peoples.,0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
What opportunities or positions are available for Indigenous students at ICBC?  ,"ICBC has created specific Indigenous roles within the organization and is committed to hiring Indigenous talent at all levels. They have an open Indigenous Talent Community posting to collect applications from Indigenous people, aiming to match candidates to vacancies across the company. Additionally, they offer practicum opportunities for Indigenous students to practice their skills, learn about specific roles, and gain a better understanding of ICBC.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
How does ICBC support Indigenous employees' professional growth and development?  ,"ICBC offers practicum opportunities for Indigenous students to practice their existing skills, learn about specific roles, and expand their understanding of the organization. Additionally, they have an Indigenous Employee Resource Group that regularly meets, connects, and plans inclusive activities to support Indigenous employees' professional growth and development.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
"What skills, qualifications, or academic backgrounds does ICBC seek in potential Indigenous candidates?  ","We are seeking diverse skills, qualifications and academic backgrounds to fill a variety of diverse roles.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
"What mentorship, training, or professional development programs does ICBC provide for Indigenous employees?  ","We offer practicum opportunities to Indigenous students where they can practice their existing skills and learn about specific roles while expanding their understanding of ICBC. We also have an Indigenous Employee Resource Group which regularly meets, connects, and plans inclusive activities.",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
"Who is Linda Epp, and what is her role at ICBC?  ",Linda Epp is an Indigenous Talent Sourcing Specialist with the Talent Acquisition Services/Human Resource Department at ICBC.,0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
How can interested individuals contact Linda Epp for more information?  ,Interested individuals can contact Linda Epp via email at linda.epp@icbc.com or by phone at 604-968-3092.,0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
"What is the location of ICBC’s office in Burnaby, BC?  ","8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
Which Indigenous nations' traditional territories are acknowledged by Simon Fraser University?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_39,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/ICBC.html
When is National Indigenous Peoples Day celebrated in Canada?  ,June 21,0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What is the significance of June in relation to Indigenous history in Canada?  ,"June is celebrated as National Indigenous History Month in Canada, recognizing and honoring the cultures, contributions, and histories of First Nations, Inuit, and Métis peoples. It includes the celebration of National Indigenous Peoples Day on June 21, which provides an opportunity to acknowledge Indigenous Peoples and learn about their traditions and ways of life.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
Who proclaimed June 21 as National Indigenous Peoples Day in 1996?  ,Roméo LeBlanc,0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What are some ways to celebrate and acknowledge Indigenous Peoples during June?  ,"Celebrate National Indigenous History Month and National Indigenous Peoples Day, learn about their histories, cultures, and ways of life, participate in events like arts performances, nature walks, and Indigenous markets, and support Indigenous artists and vendors.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
How can one practice cultural appreciation instead of cultural appropriation?  ,"1. Educate yourself on the significance of an item or design.  
2. Buy from Indigenous artists.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What are the two steps recommended for practicing cultural appreciation?  ,"1. Educate yourself on the significance of an item/design.  
2. Buy from Indigenous artists.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What events did the ISC and FNMISA host during June 2022 to honor Indigenous Peoples?  ,"ArtsLIVE performances featuring Indigenous talent, a nature walk led by Gary George, and the inaugural Indigenous Market at SFU.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
Which Indigenous performers and groups participated in the ArtsLIVE performances?  ,"Kevin Kelly and Michael Kelly-Gabriel  
Eagle Song Dancers  
Madeline McCallum  
Sandy Scofield  
Wild Moccasin Dancers  
Git Hayetsk Dancers  
Alex Wells  
Nyla Carpentier",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What activities involved reconnecting with nature during the June celebrations?  ,A nature walk led by Gary George.,0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What is the significance of Lhuḵw’lhuḵw’áyten and how was it involved in the celebrations?  ,"Lhuḵw’lhuḵw’áyten is the Sḵwx̱wú7mesh placename for Burnaby Mountain, a land significant to Indigenous Peoples. It was involved in the celebrations through a nature walk led by Gary George, allowing participants to reconnect with the land.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What was the purpose of the inaugural Indigenous Market at SFU?  ,"To showcase the gifts of Indigenous vendors, artists, makers, and entrepreneurs.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
"How many Indigenous vendors, artists, and entrepreneurs participated in the Indigenous Market?  ",30+,0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
Where is Simon Fraser University located?  ,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
Which Indigenous nations' traditional territories does SFU reside on?  ,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
How does the university acknowledge the traditional territories of the Indigenous peoples?,"The university respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose unceded traditional territories the campuses reside.",0_28,https://www.sfu.ca/students/indigenous/events/national-indigenous-peoples-month.html
What is the purpose of the Indigenous Recruitment team at SFU?  ,To connect prospective students with supports and resources throughout their time at SFU.,0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
How can prospective students learn about the pathways to their educational journey at SFU?  ,"They can learn about the pathways to their educational journey at SFU by contacting the Indigenous Recruitment team, which can help connect prospective students with supports and resources.",0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
Who can prospective students contact for support and resources related to Indigenous student recruitment at SFU?  ,Indigenous Student Recruitment Liaison Coordinator,0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
What is the email address for the Indigenous Student Recruitment Liaison Coordinator at SFU?  ,indigenous_students@sfu.ca,0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
Where is the SFU Indigenous Student Recruitment office located?  ,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
